,title,company,location,link,description,skills
51,nail care technician,JJ Nails Spa Ltd.,"Abbotsford, BC",https://ca.indeed.com/rc/clk?jk=269eb054c1fbd83c&fccid=c7a89b414c7a00a1&vjs=3,"<div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText"">
<div>
<h2 class=""jobSectionHeader""><b>Esthetics Skills</b></h2>
<ul>
<li> Pedicures</li>
<li> Manicures</li>
</ul>
<h2 class=""jobSectionHeader""><b> Area of Work Experience</b></h2>
<ul>
<li> Pedicurist</li>
<li> Manicurist</li>
</ul>
<h2 class=""jobSectionHeader""><b> Additional Skills</b></h2>
<ul>
<li> Schedule and confirm appointments</li>
<li> Own clientele</li>
</ul>
<h2 class=""jobSectionHeader""><b> Work Conditions and Physical Capabilities</b></h2>
<ul>
<li> Repetitive tasks</li>
<li> Attention to detail</li>
<li> Hand-eye co-ordination</li>
<li> Combination of sitting, standing, walking</li>
</ul>
<h2 class=""jobSectionHeader""><b> Manicurists and Pedicurists Skills</b></h2>
<ul>
<li> Clean, trim and polish nails</li>
<li> Provide gel and acrylic nail extensions</li>
<li> Nail art technics</li>
</ul>
<h2 class=""jobSectionHeader""><b> Personal Suitability</b></h2>
<ul>
<li> Flexibility</li>
<li> Client focus</li>
<li> Judgement</li>
<li> Reliability</li>
</ul>
</div>
</div>","['Clean, trim and polish nails', 'Own clientele', 'Provide gel and acrylic nail extensions', 'Repetitive tasks']"
52,nails and lashes applicator,IVY NAILS & SPA LTD.,"Parksville, BC",https://ca.indeed.com/rc/clk?jk=29109cc5852c2894&fccid=74dfbb41b902fe5d&vjs=3,"<div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText""><div><h2 class=""jobSectionHeader""><b>Esthetics Skills</b></h2><ul><li>
Pedicures</li><li>
Manicures</li><li>
Eyelash extensions</li></ul><h2 class=""jobSectionHeader""><b>
Additional Skills</b></h2><ul><li>
Schedule and confirm appointments</li><li>
Provide product demonstrations</li></ul><h2 class=""jobSectionHeader""><b>
Manicurists and Pedicurists Skills</b></h2><ul><li>
Clean, trim and polish nails</li><li>
Provide gel and acrylic nail extensions</li><li>
Nail art technics</li></ul></div></div>","['Schedule and confirm appointments', 'Provide product demonstrations', 'Clean, trim and polish nails', 'Provide gel and acrylic nail extensions']"
53,nail care technician,The bellagio nail ltd,"Calgary, AB",https://ca.indeed.com/rc/clk?jk=428a2038ea8406c4&fccid=dd616958bd9ddc12&vjs=3,"<div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText"">
<div>
<h2 class=""jobSectionHeader""><b>Esthetics Skills</b></h2>
<ul>
<li> Pedicures</li>
<li> Manicures</li>
</ul>
<h2 class=""jobSectionHeader""><b> Area of Work Experience</b></h2>
<ul>
<li> Pedicurist</li>
<li> Manicurist</li>
</ul>
<h2 class=""jobSectionHeader""><b> Work Conditions and Physical Capabilities</b></h2>
<ul>
<li> Repetitive tasks</li>
<li> Attention to detail</li>
<li> Hand-eye co-ordination</li>
</ul>
<h2 class=""jobSectionHeader""><b> Manicurists and Pedicurists Skills</b></h2>
<ul>
<li> Clean, trim and polish nails</li>
<li> Provide gel and acrylic nail extensions</li>
<li> Nail art technics</li>
</ul>
<h2 class=""jobSectionHeader""><b> Personal Suitability</b></h2>
<ul>
<li> Effective interpersonal skills</li>
<li> Flexibility</li>
<li> Team player</li>
<li> Excellent oral communication</li>
<li> Client focus</li>
<li> Dependability</li>
<li> Reliability</li>
</ul>
<h2 class=""jobSectionHeader""><b> Health benefits</b></h2>
<ul>
<li> Dental plan</li>
</ul>
</div>
</div>","['Effective interpersonal skills', 'Clean, trim and polish nails', 'Dental plan', 'Repetitive tasks', 'Excellent oral communication', 'Provide gel and acrylic nail extensions']"
54,nail care technician,High Class Nails & Spa Inc,"Nepean, ON",https://ca.indeed.com/rc/clk?jk=b9f5b4c6d0c2a4fd&fccid=536617ad2e714d3f&vjs=3,"<div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText"">
<div>
<h2 class=""jobSectionHeader""><b>Area of Work Experience</b></h2>
<ul>
<li> Pedicurist</li>
<li> Manicurist</li>
</ul>
<h2 class=""jobSectionHeader""><b> Manicurists and Pedicurists Skills</b></h2>
<ul>
<li> Clean, trim and polish nails</li>
<li> Provide gel and acrylic nail extensions</li>
<li> Nail art technics</li>
</ul>
<h2 class=""jobSectionHeader""><b> Personal Suitability</b></h2>
<ul>
<li> Effective interpersonal skills</li>
<li> Client focus</li>
</ul>
</div>
</div>","['Effective interpersonal skills', 'Clean, trim and polish nails', 'Provide gel and acrylic nail extensions']"
55,newnail care technician,Amanail Boutique,"Calgary, AB",https://ca.indeed.com/rc/clk?jk=48f9b775aa0e4dd2&fccid=e65633f8ed8b12ab&vjs=3,"<div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText""><div><h2 class=""jobSectionHeader""><b>Area of Work Experience</b></h2><ul><li>
Pedicurist</li><li>
Manicurist</li></ul><h2 class=""jobSectionHeader""><b>
Work Setting</b></h2><ul><li>
Beauty shop or aesthetic service</li></ul><h2 class=""jobSectionHeader""><b>
Work Conditions and Physical Capabilities</b></h2><ul><li>
Attention to detail</li></ul><h2 class=""jobSectionHeader""><b>
Manicurists and Pedicurists Skills</b></h2><ul><li>
Clean, trim and polish nails</li><li>
Provide gel and acrylic nail extensions</li><li>
Nail art technics</li></ul><h2 class=""jobSectionHeader""><b>
Personal Suitability</b></h2><ul><li>
Client focus</li><li>
Reliability</li></ul></div></div>","['Clean, trim and polish nails', 'Provide gel and acrylic nail extensions']"
56,nail care technician,88 Divine Nails Spa Studio Ltd.,"Port Alberni, BC",https://ca.indeed.com/rc/clk?jk=862ecc478fb4844a&fccid=dd616958bd9ddc12&vjs=3,"<div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText"">
<div>
<h2 class=""jobSectionHeader""><b>Esthetics Skills</b></h2>
<ul>
<li> Pedicures</li>
<li> Manicures</li>
</ul>
<h2 class=""jobSectionHeader""><b> Area of Work Experience</b></h2>
<ul>
<li> Pedicurist</li>
<li> Manicurist</li>
</ul>
<h2 class=""jobSectionHeader""><b> Additional Skills</b></h2>
<ul>
<li> Schedule and confirm appointments</li>
<li> Own clientele</li>
</ul>
<h2 class=""jobSectionHeader""><b> Work Conditions and Physical Capabilities</b></h2>
<ul>
<li> Repetitive tasks</li>
<li> Attention to detail</li>
<li> Hand-eye co-ordination</li>
<li> Combination of sitting, standing, walking</li>
</ul>
<h2 class=""jobSectionHeader""><b> Manicurists and Pedicurists Skills</b></h2>
<ul>
<li> Clean, trim and polish nails</li>
<li> Provide gel and acrylic nail extensions</li>
<li> Nail art technics</li>
</ul>
<h2 class=""jobSectionHeader""><b> Personal Suitability</b></h2>
<ul>
<li> Flexibility</li>
<li> Client focus</li>
<li> Judgement</li>
<li> Reliability</li>
<li> Organized</li>
</ul>
</div>
</div>","['Clean, trim and polish nails', 'Own clientele', 'Repetitive tasks', 'Organized', 'Provide gel and acrylic nail extensions']"
57,nail care technician,Brush & Strokes Nail Boutique,"Woodbridge, ON",https://ca.indeed.com/rc/clk?jk=d1073cc8d598dbc3&fccid=5773dada079f04fc&vjs=3,"<div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText""><div><h2 class=""jobSectionHeader""><b>Credentials (certificates, licences, memberships, courses, etc.)</b></h2><ul><li>
Manicurist's provincial licence</li><li>
Esthetician certification</li></ul><h2 class=""jobSectionHeader""><b>
Esthetics Skills</b></h2><ul><li>
Waxing</li><li>
Pedicures</li><li>
Manicures</li><li>
Eyebrow tinting</li><li>
Eyebrow threading</li></ul><h2 class=""jobSectionHeader""><b>
Area of Work Experience</b></h2><ul><li>
Pedicurist</li><li>
Manicurist</li></ul><h2 class=""jobSectionHeader""><b>
Work Setting</b></h2><ul><li>
Beauty shop or aesthetic service</li></ul><h2 class=""jobSectionHeader""><b>
Work Conditions and Physical Capabilities</b></h2><ul><li>
Attention to detail</li></ul><h2 class=""jobSectionHeader""><b>
Manicurists and Pedicurists Skills</b></h2><ul><li>
Clean, trim and polish nails</li><li>
Provide gel and acrylic nail extensions</li><li>
Nail art technics</li></ul><h2 class=""jobSectionHeader""><b>
Personal Suitability</b></h2><ul><li>
Flexibility</li><li>
Team player</li><li>
Excellent oral communication</li><li>
Client focus</li><li>
Reliability</li><li>
Organized</li></ul><h2 class=""jobSectionHeader""><b>
Financial benefits</b></h2><ul><li>
As per collective agreement</li><li>
Commission</li></ul><h2 class=""jobSectionHeader""><b>
Other benefits</b></h2><ul><li>
Free parking available</li><li>
Paid time off (volunteering or personal days)</li></ul><h2 class=""jobSectionHeader""><b>
Screening questions</b></h2><ul><li>
What is the highest level of study you have completed?</li><li>
Do you have previous experience in this field of employment?</li><li>
Are you available for shift or on-call work?</li></ul></div></div>","['Are you available for shift or on-call work?', 'Clean, trim and polish nails', 'Free parking available', 'Do you have previous experience in this field of employment?', 'Excellent oral communication', 'Paid time off (volunteering or personal days)', 'Waxing', 'Organized', 'Esthetician certification', 'Provide gel and acrylic nail extensions']"
58,newnail care technician,Glamour Secrets Beauty Bar,"Toronto, ON",https://ca.indeed.com/rc/clk?jk=d8ce0030c0ee55ea&fccid=d91ba54464342668&vjs=3,"<div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText"">
<div>
<h2 class=""jobSectionHeader""><b>Esthetics Skills</b></h2>
<ul>
<li> Pedicures</li>
<li> Manicures</li>
</ul>
<h2 class=""jobSectionHeader""><b> Area of Work Experience</b></h2>
<ul>
<li> Pedicurist</li>
<li> Nail and lashes applicator</li>
<li> Manicurist</li>
<li> Esthetician</li>
</ul>
<h2 class=""jobSectionHeader""><b> Work Conditions and Physical Capabilities</b></h2>
<ul>
<li> Attention to detail</li>
</ul>
<h2 class=""jobSectionHeader""><b> Manicurists and Pedicurists Skills</b></h2>
<ul>
<li> Clean, trim and polish nails</li>
<li> Provide gel and acrylic nail extensions</li>
<li> Nail art technics</li>
</ul>
<h2 class=""jobSectionHeader""><b> Personal Suitability</b></h2>
<ul>
<li> Effective interpersonal skills</li>
<li> Flexibility</li>
<li> Client focus</li>
<li> Reliability</li>
<li> Organized</li>
</ul>
</div>
</div>","['Effective interpersonal skills', 'Organized', 'Clean, trim and polish nails', 'Provide gel and acrylic nail extensions']"
59,nail care technician,CALI NAILS LTD.,"Kamloops, BC",https://ca.indeed.com/rc/clk?jk=12ef9fbf76849a98&fccid=3ace1c559a8d6ef8&vjs=3,"<div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText"">
<div>
<h2 class=""jobSectionHeader""><b>Esthetics Skills</b></h2>
<ul>
<li> Waxing</li>
<li> Pedicures</li>
<li> Manicures</li>
<li> Foot massage</li>
<li> Eyebrow tinting</li>
</ul>
<h2 class=""jobSectionHeader""><b> Area of Work Experience</b></h2>
<ul>
<li> Pedicurist</li>
<li> Nail and lashes applicator</li>
<li> Manicurist</li>
<li> Esthetician</li>
</ul>
<h2 class=""jobSectionHeader""><b> Additional Skills</b></h2>
<ul>
<li> Provide product demonstrations</li>
</ul>
<h2 class=""jobSectionHeader""><b> Work Setting</b></h2>
<ul>
<li> Esthetician's salon</li>
<li> Beauty shop or aesthetic service</li>
</ul>
<h2 class=""jobSectionHeader""><b> Work Conditions and Physical Capabilities</b></h2>
<ul>
<li> Repetitive tasks</li>
<li> Attention to detail</li>
<li> Hand-eye co-ordination</li>
</ul>
<h2 class=""jobSectionHeader""><b> Manicurists and Pedicurists Skills</b></h2>
<ul>
<li> Clean, trim and polish nails</li>
<li> Provide gel and acrylic nail extensions</li>
<li> Nail art technics</li>
</ul>
<h2 class=""jobSectionHeader""><b> Personal Suitability</b></h2>
<ul>
<li> Effective interpersonal skills</li>
<li> Accurate</li>
<li> Excellent oral communication</li>
<li> Client focus</li>
<li> Judgement</li>
<li> Reliability</li>
<li> Organized</li>
</ul>
</div>
</div>","['Provide product demonstrations', 'Effective interpersonal skills', 'Clean, trim and polish nails', 'Repetitive tasks', 'Excellent oral communication', 'Waxing', 'Organized', 'Provide gel and acrylic nail extensions']"
60,nail care technician,Saigon Nails & Beauty Salon,"Winnipeg, MB",https://ca.indeed.com/rc/clk?jk=0f51e3c59deffc08&fccid=a9c0f8714db3b508&vjs=3,"<div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText"">
<div>
<h2 class=""jobSectionHeader""><b>Credentials (certificates, licences, memberships, courses, etc.)</b></h2>
<ul>
<li> Esthetician certification</li>
</ul>
<h2 class=""jobSectionHeader""><b> Esthetics Skills</b></h2>
<ul>
<li> Pedicures</li>
<li> Manicures</li>
</ul>
<h2 class=""jobSectionHeader""><b> Area of Work Experience</b></h2>
<ul>
<li> Pedicurist</li>
<li> Nail and lashes applicator</li>
<li> Manicurist</li>
</ul>
<h2 class=""jobSectionHeader""><b> Additional Skills</b></h2>
<ul>
<li> Schedule and confirm appointments</li>
<li> Provide product demonstrations</li>
<li> Own clientele</li>
</ul>
<h2 class=""jobSectionHeader""><b> Work Setting</b></h2>
<ul>
<li> Esthetician's salon</li>
</ul>
<h2 class=""jobSectionHeader""><b> Specific Skills</b></h2>
<ul>
<li> Provide job training and support</li>
<li> Sterilize and maintain instruments and equipment</li>
</ul>
<h2 class=""jobSectionHeader""><b> Work Site Environment</b></h2>
<ul>
<li> Odours</li>
</ul>
<h2 class=""jobSectionHeader""><b> Work Conditions and Physical Capabilities</b></h2>
<ul>
<li> Repetitive tasks</li>
<li> Attention to detail</li>
<li> Hand-eye co-ordination</li>
<li> Combination of sitting, standing, walking</li>
</ul>
<h2 class=""jobSectionHeader""><b> Manicurists and Pedicurists Skills</b></h2>
<ul>
<li> Clean, trim and polish nails</li>
<li> Provide gel and acrylic nail extensions</li>
<li> Nail art technics</li>
</ul>
<h2 class=""jobSectionHeader""><b> Personal Suitability</b></h2>
<ul>
<li> Flexibility</li>
<li> Excellent oral communication</li>
<li> Client focus</li>
<li> Reliability</li>
<li> Organized</li>
</ul>
</div>
</div>","['Provide product demonstrations', 'Provide job training and support', 'Own clientele', 'Clean, trim and polish nails', 'Sterilize and maintain instruments and equipment', 'Repetitive tasks', 'Excellent oral communication', 'Organized', 'Esthetician certification', 'Provide gel and acrylic nail extensions']"
61,nail care technician,Nhu's Beauty Nails Ltd,"Chemainus, BC",https://ca.indeed.com/rc/clk?jk=ca84339b7f2ab7bd&fccid=b930b9074b14c74b&vjs=3,"<div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText"">
<div>
<h2 class=""jobSectionHeader""><b>Esthetics Skills</b></h2>
<ul>
<li> Pedicures</li>
<li> Manicures</li>
</ul>
<h2 class=""jobSectionHeader""><b> Area of Work Experience</b></h2>
<ul>
<li> Pedicurist</li>
<li> Nail and lashes applicator</li>
<li> Manicurist</li>
</ul>
<h2 class=""jobSectionHeader""><b> Additional Skills</b></h2>
<ul>
<li> Schedule and confirm appointments</li>
</ul>
<h2 class=""jobSectionHeader""><b> Work Conditions and Physical Capabilities</b></h2>
<ul>
<li> Manual dexterity</li>
<li> Attention to detail</li>
<li> Hand-eye co-ordination</li>
</ul>
<h2 class=""jobSectionHeader""><b> Manicurists and Pedicurists Skills</b></h2>
<ul>
<li> Clean, trim and polish nails</li>
<li> Provide gel and acrylic nail extensions</li>
<li> Nail art technics</li>
</ul>
<h2 class=""jobSectionHeader""><b> Personal Suitability</b></h2>
<ul>
<li> Client focus</li>
<li> Dependability</li>
<li> Reliability</li>
</ul>
<h2 class=""jobSectionHeader""><b> Screening questions</b></h2>
<ul>
<li> Are you currently legally able to work in Canada?</li>
<li> Do you currently reside in proximity to the advertised location?</li>
<li> Are you willing to relocate for this position?</li>
<li> What is the highest level of study you have completed?</li>
<li> Do you have previous experience in this field of employment?</li>
<li> Do you have the above-indicated required certifications?</li>
<li> Do you have education in this field of employment?</li>
</ul>
</div>
</div>","['Do you currently reside in proximity to the advertised location?', 'Clean, trim and polish nails', 'Are you currently legally able to work in Canada?', 'Do you have the above-indicated required certifications?', 'Do you have previous experience in this field of employment?', 'Do you have education in this field of employment?', 'Are you willing to relocate for this position?', 'Provide gel and acrylic nail extensions']"
